tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	5770	0	live	PTPN1	PTP1B	protein tyrosine phosphatase non-receptor type 1	tyrosine-protein phosphatase non-receptor type 1|protein tyrosine phosphatase, placental|protein-tyrosine phosphatase 1B	20q13.13	20	NC_000020.11	50510383	50585241	plus	10	176885	
9606	Homo sapiens	5771	0	live	PTPN2	PTN2, PTPT, TC-PTP, TCELLPTP, TCPTP	protein tyrosine phosphatase non-receptor type 2	tyrosine-protein phosphatase non-receptor type 2|T-cell protein tyrosine phosphatase	18p11.21	18	NC_000018.10	12785478	12884351	minus	16	176887	
9606	Homo sapiens	5775	0	live	PTPN4	MEG, PTPMEG, PTPMEG1	protein tyrosine phosphatase non-receptor type 4	tyrosine-protein phosphatase non-receptor type 4|PTPase-MEG1|megakaryocyte phosphatase|megakaryocyte protein-tyrosine phosphatase|protein tyrosine phosphatase MEG1|protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	2q14.2	2	NC_000002.12	119759922	119984899	plus	27	176878	
9606	Homo sapiens	5777	0	live	PTPN6	HCP, HCPH, HPTP1C, PTP-1C, SH-PTP1, SHP-1, SHP-1L, SHP1	protein tyrosine phosphatase non-receptor type 6	tyrosine-protein phosphatase non-receptor type 6|hematopoietic cell phosphatase|hematopoietic cell protein-tyrosine phosphatase|protein-tyrosine phosphatase 1C|protein-tyrosine phosphatase SHP-1	12p13.31	12	NC_000012.12	6946577	6961316	plus	17	176883	
9606	Homo sapiens	5783	0	live	PTPN13	FAP-1, PNP1, PTP-BAS, PTP-BL, PTP1E, PTPL1, PTPLE, hPTP1E	protein tyrosine phosphatase non-receptor type 13	tyrosine-protein phosphatase non-receptor type 13|fas-associated protein-tyrosine phosphatase 1|hPTPE1|protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)|protein-tyrosine phosphatase 1E|protein-tyrosine phosphatase PTPL1	4q21.3	4	NC_000004.12	86594307	86815172	plus	48	600267	
9606	Homo sapiens	5788	0	live	PTPRC	B220, CD45, CD45R, GP180, L-CA, LCA, LY5, T200	protein tyrosine phosphatase receptor type C	receptor-type tyrosine-protein phosphatase C|CD45 antigen|T200 glycoprotein|T200 leukocyte common antigen|protein tyrosine phosphatase, receptor type, c polypeptide	1q31.3-q32.1	1	NC_000001.11	198639025	198757476	plus	34	151460	
9606	Homo sapiens	5792	0	live	PTPRF	BNAH2, LAR	protein tyrosine phosphatase receptor type F	receptor-type tyrosine-protein phosphatase F|LCA-homolog|leukocyte antigen-related (LAR) PTP receptor|leukocyte antigen-related tyrosine phosphatase|leukocyte common antigen related|protein tyrosine phosphatase, receptor type, F polypeptide|receptor-linked protein-tyrosine phosphatase LAR	1p34.2	1	NC_000001.11	43522238	43623666	plus	43	179590	
9606	Homo sapiens	5798	0	live	PTPRN	IA-2, IA-2/PTP, IA2, ICA512, R-PTP-N	protein tyrosine phosphatase receptor type N	receptor-type tyrosine-protein phosphatase-like N|ICA 512|PTP IA-2|insulinoma-associated tyrosine-phosphatase-like protein|islet cell antigen 2|islet cell antigen 512|islet cell autoantigen 3|protein tyrosine phosphatase-like N	2q35	2	NC_000002.12	219289623	219309401	minus	24	601773	
9606	Homo sapiens	5806	0	live	PTX3	TNFAIP5, TSG-14	pentraxin 3	pentraxin-related protein PTX3|TNF alpha-induced protein 5|long pentraxin 3|tumor necrosis factor alpha-induced protein 5|tumor necrosis factor-inducible gene 14 protein|tumor necrosis factor-inducible protein TSG-14	3q25.32	3	NC_000003.12	157436850	157443633	plus	3	602492	
9606	Homo sapiens	5817	0	live	PVR	CD155, HVED, NECL5, Necl-5, PVS, TAGE4	PVR cell adhesion molecule	poliovirus receptor|nectin-like protein 5	19q13.31	19	NC_000019.10	44643910	44666162	plus	8	173850	
9606	Homo sapiens	5861	0	live	RAB1A	RAB1, YPT1	RAB1A, member RAS oncogene family	ras-related protein Rab-1A|GTP binding protein Rab1a|RAB1, member RAS oncogene family|Rab GTPase YPT1 homolog|YPT1-related protein	2p14	2	NC_000002.12	65086854	65130132	minus	6	179508	
9606	Homo sapiens	5868	0	live	RAB5A	RAB5	RAB5A, member RAS oncogene family	ras-related protein Rab-5A|RAS-associated protein RAB5A	3p24.3	3	NC_000003.12	19947097	19985175	plus	6	179512	
9606	Homo sapiens	5879	0	live	RAC1	MIG5, MRD48, Rac-1, TC-25, p21-Rac1	Rac family small GTPase 1	ras-related C3 botulinum toxin substrate 1|cell migration-inducing gene 5 protein|ras-like protein TC25|ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	7p22.1	7	NC_000007.14	6374527	6403967	plus	7	602048	
9606	Homo sapiens	5880	0	live	RAC2	EN-7, Gx, HSPC022, IMD73A, IMD73B, IMD73C, p21-Rac2	Rac family small GTPase 2	ras-related C3 botulinum toxin substrate 2|Ras-related C3 botulinum toxin substrate 3 (rho family, small GTP-binding protein Rac2)|ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)|small G protein	22q13.1	22	NC_000022.11	37225270	37244269	minus	8	602049	
9606	Homo sapiens	5884	0	live	RAD17	CCYC, HRAD17, R24LSP, RAD24, RAD17	RAD17 checkpoint clamp loader component	cell cycle checkpoint protein RAD17|RAD1 homolog|RAD17 homolog|RF-C activator 1 homolog|Rad17-like protein|cell cycle checkpoint protein (RAD17)	5q13.2	5	NC_000005.10	69369293	69414801	plus	21	603139	
9606	Homo sapiens	5889	0	live	RAD51C	BROVCA3, FANCO, R51H3, RAD51L2	RAD51 paralog C	DNA repair protein RAD51 homolog 3|RAD51-like protein 2|yeast RAD51 homolog 3	17q22	17	NC_000017.11	58692140	58735611	plus	12	602774	
9606	Homo sapiens	5891	0	live	MOK	RAGE, RAGE-1, RAGE1, STK30	MOK protein kinase	MAPK/MAK/MRK overlapping kinase|renal cell carcinoma antigen|renal tumor antigen 1	14q32.31	14	NC_000014.9	102224441	102305191	minus	23	605762	
9606	Homo sapiens	5892	0	live	RAD51D	BROVCA4, R51H3, RAD51L3, TRAD	RAD51 paralog D	DNA repair protein RAD51 homolog 4|RAD51 homolog D|RAD51-like protein 3|recombination repair protein	17q12	17	NC_000017.11	35092221	35119860	minus	11	602954	
9606	Homo sapiens	5894	0	live	RAF1	CMD1NN, CRAF, NS5, Raf-1, c-Raf	Raf-1 proto-oncogene, serine/threonine kinase	RAF proto-oncogene serine/threonine-protein kinase|C-Raf proto-oncogene, serine/threonine kinase|Oncogene RAF1|proto-oncogene c-RAF|raf proto-oncogene serine/threonine protein kinase|v-raf-1 murine leukemia viral oncogene homolog 1|v-raf-1 murine leukemia viral oncogene-like protein 1	3p25.2	3	NC_000003.12	12583601	12664117	minus	22	164760	
9606	Homo sapiens	5897	0	live	RAG2	RAG-2	recombination activating 2	V(D)J recombination-activating protein 2|recombination activating gene 2	11p12	11	NC_000011.10	36591943	36598236	minus	3	179616	
9606	Homo sapiens	5898	0	live	RALA	HINCONS, RAL	RAS like proto-oncogene A	ras-related protein Ral-A|RALA Ras like proto-oncogene A|RAS-like protein A|Ras family small GTP binding protein RALA|ras related GTP binding protein A|v-ral simian leukemia viral oncogene homolog A (ras related)	7p14.1	7	NC_000007.14	39622955	39708124	plus	8	179550	
9606	Homo sapiens	5901	0	live	RAN	ARA24, Gsp1, TC4	RAN, member RAS oncogene family	GTP-binding nuclear protein Ran|GTPase Ran|RanGTPase|androgen receptor-associated protein 24|guanosine triphosphatase Ran|member RAS oncogene family|ras-like protein TC4|ras-related nuclear protein	12q24.33	12	NC_000012.12	130871879	130877678	plus	7	601179	
9606	Homo sapiens	5920	0	live	PLAAT4	HRASLS4, HRSL4, PLA1/2-3, PLAAT-4, RARRES3, RIG1, TIG3	phospholipase A and acyltransferase 4	phospholipase A and acyltransferase 4|HRAS-like suppressor 4|RAR-responsive protein TIG3|phospholipase A/acyltransferase-4|retinoic acid receptor responder (tazarotene induced) 3|retinoic acid receptor responder 3|retinoic acid receptor responder protein 3|retinoic acid-inducible gene 1|retinoid-inducible gene 1 protein|tazarotene-induced gene 3 protein	11q12.3	11	NC_000011.10	63536808	63546458	plus	4	605092	
9606	Homo sapiens	5921	0	live	RASA1	CM-AVM, CMAVM, CMAVM1, GAP, PKWS, RASA, RASGAP, p120, p120GAP, p120RASGAP	RAS p21 protein activator 1	ras GTPase-activating protein 1|RAS p21 protein activator (GTPase activating protein) 1|p120 RAS GTPase activating protein|triphosphatase-activating protein	5q14.3	5	NC_000005.10	87267845	87391916	plus	26	139150	
9606	Homo sapiens	5925	0	live	RB1	OSRC, PPP1R130, RB, p105-Rb, p110-RB1, pRb, pp110	RB transcriptional corepressor 1	retinoblastoma-associated protein|GOS563 exon 17 substitution mutation causes premature stop|exon 17 tumor GOS561 substitution mutation causes premature stop|prepro-retinoblastoma-associated protein|protein phosphatase 1, regulatory subunit 130|retinoblastoma 1|retinoblastoma suspectibility protein	13q14.2	13	NC_000013.11	48303751	48481890	plus	28	614041	
9606	Homo sapiens	5930	0	live	RBBP6	MY038, P2P-R, PACT, RBQ-1, SNAMA	RB binding protein 6, ubiquitin ligase	E3 ubiquitin-protein ligase RBBP6|RB-binding Q-protein 1|RING-type E3 ubiquitin transferase RBBP6|p53-associated cellular protein of testis|proliferation potential-related protein|protein P2P-R|retinoblastoma binding protein 6|retinoblastoma-binding Q protein 1	16p12.1	16	NC_000016.10	24539566	24572863	plus	18	600938	
9606	Homo sapiens	5935	0	live	RBM3	IS1-RNPL, RNPL	RNA binding motif protein 3	RNA-binding protein 3|RNA binding motif (RNP1, RRM) protein 3	Xp11.23	X	NC_000023.11	48574484	48581162	plus	7	300027	
9606	Homo sapiens	5936	0	live	RBM4	LARKA, ZCCHC21, ZCRB3A, RBM4	RNA binding motif protein 4	RNA-binding protein 4|RNA-binding motif protein 4a|lark homolog|transcriptional coactivator CoAZ|zinc finger CCHC-type and RNA binding motif 3A	11q13.2	11	NC_000011.10	66638703	66668380	plus	5	602571	
9606	Homo sapiens	5950	0	live	RBP4	MCOPCB10, RDCCAS	retinol binding protein 4	retinol-binding protein 4|PRBP|RBP|plasma retinol-binding protein|retinol binding protein 4, plasma|retinol-binding protein 4, interstitial	10q23.33	10	NC_000010.11	93591694	93601744	minus	8	180250	
9606	Homo sapiens	5961	0	live	PRPH2	AOFMD, AVMD, CACD2, DS, MDBS1, PRPH, RDS, RP7, TSPAN22, rd2	peripherin 2	peripherin-2|peripherin 2 (retinal degeneration, slow)|peripherin 2, homolog of mouse|peripherin, photoreceptor type|retinal degeneration slow protein|retinal peripherin|tetraspanin-22|tspan-22	6p21.1	6	NC_000006.12	42694509	42723039	minus	5	179605	
9606	Homo sapiens	5966	0	live	REL	C-Rel, HIVEN86A	REL proto-oncogene, NF-kB subunit	proto-oncogene c-Rel|oncogene REL, avian reticuloendotheliosis|v-rel avian reticuloendotheliosis viral oncogene homolog	2p16.1	2	NC_000002.12	60881521	60931612	plus	12	164910	
9606	Homo sapiens	5967	0	live	REG1A	ICRF, P19, PSP, PSPS, PSPS1, PTP, REG	regenerating family member 1 alpha	lithostathine-1-alpha|REG-1-alpha|islet cells regeneration factor|islet of langerhans regenerating protein|pancreatic stone protein, secretory|pancreatic thread protein|protein-X|regenerating islet-derived protein 1-alpha|regenerating protein I alpha	2p12	2	NC_000002.12	79120488	79123409	plus	6	167770	
9606	Homo sapiens	5970	0	live	RELA	CMCU, NFKB3, p65	RELA proto-oncogene, NF-kB subunit	transcription factor p65|NF-kappa-B p65delta3|NF-kappa-B transcription factor p65|nuclear factor NF-kappa-B p65 subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 3|v-rel avian reticuloendotheliosis viral oncogene homolog A	11q13.1	11	NC_000011.10	65653601	65662946	minus	11	164014	
9606	Homo sapiens	5971	0	live	RELB	I-REL, IMD53, IREL, REL-B	RELB proto-oncogene, NF-kB subunit	transcription factor RelB|v-rel avian reticuloendotheliosis viral oncogene homolog B (nuclear factor of kappa light polypeptide gene enhancer in B-cells 3)|v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3	19q13.32	19	NC_000019.10	45001449	45038194	plus	12	604758	
9606	Homo sapiens	5972	0	live	REN	ADTKD4, HNFJ2, RTD	renin	renin|angiotensin-forming enzyme|angiotensinogenase|renin precursor, renal	1q32.1	1	NC_000001.11	204154819	204166337	minus	10	179820	
9606	Homo sapiens	5973	0	live	RENBP	RBP, RNBP	renin binding protein	N-acylglucosamine 2-epimerase|AGE|GlcNAc 2-epimerase|N-acetyl-D-glucosamine 2-epimerase	Xq28	X	NC_000023.11	153935263	153944643	minus	11	312420	
9606	Homo sapiens	5979	0	live	RET	CDHF12, CDHR16, HSCR1, MEN2A, MEN2B, MTC1, PTC-ELE1, RET	ret proto-oncogene	proto-oncogene tyrosine-protein kinase receptor Ret|RET receptor tyrosine kinase|cadherin family member 12|cadherin-related family member 16|proto-oncogene c-Ret|rearranged during transfection|ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	10q11.21	10	NC_000010.11	43077069	43130351	plus	20	164761	
9606	Homo sapiens	6007	0	live	RHD	CD240D, DIIIc, RH, RH30, RHCEDVA(TT), RHDel, RHPII, RHXIII, Rh4, RhDCw, RhII, RhK562-II, RhPI, RHD	Rh blood group D antigen	blood group Rh(D) polypeptide|D antigen (DCS)|RH polypeptide 2|Rh blood group C antigen|Rh blood group CcEe antigen|Rh blood group D antigen weak D type 160|Rh blood group antigen Evans|Rh blood group, D anitgen|RhD antigen|RhD blood group antigen|RhD polypeptide|Rhesus D blood group protein|Rhesus blood group D antigen allele DIII type 7|Rhesus blood group antigen D|Rhesus system D polypeptide|blood group antigen D|blood group protein RHD|rhesus D antigen|truncated Rh blood group D antigen|truncated RhD antigen|truncated rhesus D|truncated rhesus blood group D antigen	1p36.11	1	NC_000001.11	25272393	25330445	plus	11	111680	
9606	Homo sapiens	6012	0	live	RIEG2	ARS, RGS2	Rieger syndrome 2		13q14	13						601499	
9606	Homo sapiens	6016	0	live	RIT1	NS8, RIBB, RIT, ROC1	Ras like without CAAX 1	GTP-binding protein Rit1|GTP-binding protein Roc1|Ric-like, expressed in many tissues|ras-like protein expressed in many tissues|ras-like without CAAX protein 1	1q22	1	NC_000001.11	155897808	155911349	minus	7	609591	
9606	Homo sapiens	6035	0	live	RNASE1	RAC1, RIB1, RNS1	ribonuclease A family member 1, pancreatic	ribonuclease pancreatic|HP-RNase|RIB-1|RNase 1|RNase A|RNase upI-1|ribonuclease 1|ribonuclease A C1|ribonuclease, RNase A family, 1 (pancreatic)	14q11.2	14	NC_000014.9	20801228	20802844	minus	3	180440	
9606	Homo sapiens	6036	0	live	RNASE2	EDN, RAF3, RNS2	ribonuclease A family member 2	non-secretory ribonuclease|RNase 2|RNase UpI-2|eosinophil-derived neurotoxin|ribonuclease 2|ribonuclease A F3|ribonuclease US|ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	14q11.2	14	NC_000014.9	20955487	20956436	plus	2	131410	
9606	Homo sapiens	6045	0	live	RNF2	BAP-1, BAP1, DING, HIPI3, RING1B, RING2	ring finger protein 2	E3 ubiquitin-protein ligase RING2|HIP2-interacting protein 3|RING finger protein 1B|RING finger protein BAP-1|RING-type E3 ubiquitin transferase RING2|huntingtin-interacting protein 2-interacting protein 3|protein DinG	1q25.3	1	NC_000001.11	185045430	185102603	plus	9	608985	
9606	Homo sapiens	6046	0	live	BRD2	BRD2-IT1, D6S113E, FSH, FSRG1, NAT, O27.1.1, RING3, RNF3	bromodomain containing 2	bromodomain-containing protein 2|BRD2 intronic transcript 1|female sterile homeotic-related gene 1|really interesting new gene 3 protein	6p21.32	6	NC_000006.12	32968594	32981505	plus	17	601540	
9606	Homo sapiens	6051	0	live	RNPEP	AP-B, APB	arginyl aminopeptidase	aminopeptidase B|arginine aminopeptidase	1q32.1	1	NC_000001.11	201982648	202006143	plus	12	602675	
9606	Homo sapiens	6080	0	live	SNORA73A	E1, E1-7, E1b, RNE1, RNU17A, U17A	small nucleolar RNA, H/ACA box 73A	RNA, U17a small nucleolar|RNA, small nucleolar E1	1p35.3	1	NC_000001.11	28507365	28507571	plus	1	180645	
9606	Homo sapiens	6095	0	live	RORA	IDDECA, NR1F1, ROR1, ROR2, ROR3, RZR-ALPHA, RZRA	RAR related orphan receptor A	nuclear receptor ROR-alpha|ROR-alpha|nuclear receptor RZR-alpha|nuclear receptor subfamily 1 group F member 1|retinoic acid receptor-related orphan receptor alpha|retinoid-related orphan receptor alpha|thyroid hormone nuclear receptor alpha variant 4|transcription factor RZR-alpha	15q22.2	15	NC_000015.10	60488284	61229302	minus	21	600825	
9606	Homo sapiens	6097	0	live	RORC	IMD42, NR1F3, RORG, RZR-GAMMA, RZRG, TOR	RAR related orphan receptor C	nuclear receptor ROR-gamma|RAR-related orphan nuclear receptor variant 2|nuclear receptor RZR-gamma|nuclear receptor subfamily 1 group F member 3|retinoic acid-binding receptor gamma|retinoid-related orphan receptor gamma	1q21.3	1	NC_000001.11	151806071	151832451	minus	13	602943	
9606	Homo sapiens	6102	0	live	RP2	DELXp11.3, NM23-H10, NME10, TBCCD2, XRP2	RP2 activator of ARL3 GTPase	protein XRP2|RP2, ARL3 GTPase activating protein|retinitis pigmentosa 2 (X-linked recessive)	Xp11.3	X	NC_000023.11	46837043	46882358	plus	5	300757	
9606	Homo sapiens	6103	0	live	RPGR	COD1, CORDX1, CRD, PCDX, RP15, RP3, XLRP3, orf15	retinitis pigmentosa GTPase regulator	X-linked retinitis pigmentosa GTPase regulator|retinitis pigmentosa 15|retinitis pigmentosa 3 GTPase regulator	Xp11.4	X	NC_000023.11	38269163	38327509	minus	25	312610	
9606	Homo sapiens	6118	0	live	RPA2	REPA2, RP-A p32, RP-A p34, RPA32	replication protein A2	replication protein A 32 kDa subunit|RF-A protein 2|replication factor A protein 2|replication protein A 34 kDa subunit	1p35.3	1	NC_000001.11	27891524	27914797	minus	9	179836	
9606	Homo sapiens	6139	0	live	RPL17	L17, PD-1, RPL23	ribosomal protein L17	60S ribosomal protein L17|60S ribosomal protein L23|gene encoding putative NFkB activating protein|large ribosomal subunit protein uL22	18q21.1	18	NC_000018.10	49488481	49492465	minus	8	603661	
9606	Homo sapiens	6187	0	live	RPS2	LLREP3, S2	ribosomal protein S2	40S ribosomal protein S2|40S ribosomal protein S4|OK/KNS-cl.6|protein LLRep3|small ribosomal subunit protein uS5	16p13.3	16	NC_000016.10	1962058	1964826	minus	7	603624	
9606	Homo sapiens	6188	0	live	RPS3	S3	ribosomal protein S3	40S ribosomal protein S3|IMR-90 ribosomal protein S3|small ribosomal subunit protein uS3	11q13.4	11	NC_000011.10	75399518	75422302	plus	8	600454	
9606	Homo sapiens	6192	0	live	RPS4Y1	RPS4Y, S4	ribosomal protein S4 Y-linked 1	40S ribosomal protein S4, Y isoform 1|40S ribosomal protein S4, Y|ribosomal protein S4, Y-linked|ribosomal protein S4Y|small ribosomal subunit protein eS4	Yp11.2	Y	NC_000024.10	2841602	2867268	plus	7	470000	
9606	Homo sapiens	6193	0	live	RPS5	S5	ribosomal protein S5	40S ribosomal protein S5|small ribosomal subunit protein uS7	19q13.43	19	NC_000019.10	58387269	58394804	plus	6	603630	
9606	Homo sapiens	6194	0	live	RPS6	S6	ribosomal protein S6	40S ribosomal protein S6|phosphoprotein NP33|small ribosomal subunit protein eS6	9p22.1	9	NC_000009.12	19375715	19380236	minus	6	180460	
9606	Homo sapiens	6195	0	live	RPS6KA1	HU-1, MAPKAPK1, MAPKAPK1A, RSK, RSK1, p90Rsk	ribosomal protein S6 kinase A1	ribosomal protein S6 kinase alpha-1|90 kDa ribosomal protein S6 kinase 1|MAP kinase-activated protein kinase 1a|MAPK-activated protein kinase 1a|MAPKAP kinase 1a|MAPKAPK-1a|RSK-1|S6K-alpha 1|dJ590P13.1 (ribosomal protein S6 kinase, 90kD, polypeptide 1)|p90-RSK 1|p90RSK1|p90S6K|ribosomal S6 kinase 1|ribosomal protein S6 kinase, 90kDa, polypeptide 1	1p36.11	1	NC_000001.11	26529761	26575028	plus	25	601684	
9606	Homo sapiens	6198	0	live	RPS6KB1	PS6K, S6K, S6K-beta-1, S6K1, STK14A, p70 S6KA, p70(S6K)-alpha, p70-S6K, p70-alpha	ribosomal protein S6 kinase B1	ribosomal protein S6 kinase beta-1|ribosomal protein S6 kinase I|ribosomal protein S6 kinase, 70kDa, polypeptide 1|serine/threonine kinase 14 alpha|serine/threonine-protein kinase 14A	17q23.1	17	NC_000017.11	59893121	59950574	plus	19	608938	
9606	Homo sapiens	6202	0	live	RPS8	S8	ribosomal protein S8	40S ribosomal protein S8|OK/SW-cl.83|small ribosomal subunit protein eS8	1p34.1	1	NC_000001.11	44775540	44778779	plus	6	600357	
9606	Homo sapiens	6208	0	live	RPS14	EMTB, S14	ribosomal protein S14	40S ribosomal protein S14|emetine resistance|small ribosomal subunit protein uS11	5q33.1	5	NC_000005.10	150442635	150449739	minus	5	130620	
9606	Homo sapiens	6209	0	live	RPS15	RIG, S15	ribosomal protein S15	40S ribosomal protein S15|homolog of rat insulinoma|insulinoma protein|small ribosomal subunit protein uS19	19p13.3	19	NC_000019.10	1438396	1440495	plus	4	180535	
9606	Homo sapiens	6236	0	live	RRAD	RAD, RAD1, REM3	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	GTP-binding protein RAD|RAS (RAD and GEM) like GTP binding 3|RRAD, Ras related glycolysis inihibitor and calcium channel regulator|Ras-related associated with diabetes|ras associated with diabetes	16q22.1	16	NC_000016.10	66921685	66925535	minus	5	179503	
9606	Homo sapiens	6238	0	live	RRBP1	ES/130, ES130, RRp, hES, p180	ribosome binding protein 1	ribosome-binding protein 1|180 kDa ribosome receptor homolog|ES/130-related protein|ribosome binding protein 1 homolog 180kDa (dog)|ribosome receptor protein	20p12.1	20	NC_000020.11	17613679	17682242	minus	26	601418	
9606	Homo sapiens	6240	0	live	RRM1	R1, RIR1, RR1	ribonucleotide reductase catalytic subunit M1	ribonucleoside-diphosphate reductase large subunit|ribonucleoside-diphosphate reductase subunit M1|ribonucleotide reductase M1 polypeptide|ribonucleotide reductase, R1 subunit	11p15.4	11	NC_000011.10	4094685	4138932	plus	20	180410	
9606	Homo sapiens	6241	0	live	RRM2	C2orf48, R2, RR2, RR2M	ribonucleotide reductase regulatory subunit M2	ribonucleoside-diphosphate reductase subunit M2|ribonucleotide reductase M2 polypeptide|ribonucleotide reductase small chain|ribonucleotide reductase small subunit|uncharacterized protein C2orf48	2p25.1	2	NC_000002.12	10122568	10211010	plus	14	180390	
9606	Homo sapiens	6249	0	live	CLIP1	CLIP, CLIP-17070, CYLN1, RSN, CLIP1	CAP-Gly domain containing linker protein 1	CAP-Gly domain-containing linker protein 1|cytoplasmic linker protein 1|cytoplasmic linker protein 170 alpha-2|cytoplasmic linker protein CLIP-170|restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	12q24.31	12	NC_000012.12	122271432	122422956	minus	31	179838	
9606	Homo sapiens	6262	0	live	RYR2	ARVC2, ARVD2, RYR-2, RyR, VTSIP	ryanodine receptor 2	ryanodine receptor 2|cardiac muscle ryanodine receptor-calcium release channel|cardiac-type ryanodine receptor|islet-type ryanodine receptor|kidney-type ryanodine receptor|ryanodine receptor 2 (cardiac)|type 2 ryanodine receptor	1q43	1	NC_000001.11	237042184	237833988	plus	107	180902	
9606	Homo sapiens	6264	0	discontinued	S7	SA7-2	surface antigen (chromosome 7) 2			7							
9606	Homo sapiens	6271	0	live	S100A1	S100, S100-alpha, S100A	S100 calcium binding protein A1	protein S100-A1|S-100 protein alpha chain|S-100 protein subunit alpha|S100 alpha|S100 protein, alpha polypeptide	1q21.3	1	NC_000001.11	153628434	153632039	plus	3	176940	
9606	Homo sapiens	6275	0	live	S100A4	18A2, 42A, CAPL, FSP1, MTS1, P9KA, PEL98	S100 calcium binding protein A4	protein S100-A4|S100 calcium-binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)|calcium placental protein|fibroblast-specific protein-1|leukemia multidrug resistance associated protein|malignant transformation suppression 1|metastasin 1|murine placental homolog|placental calcium-binding protein|protein Mts1	1q21.3	1	NC_000001.11	153543621	153545806	minus	4	114210	
9606	Homo sapiens	6277	0	live	S100A6	2A9, 5B10, CABP, CACY, PRA, S10A6	S100 calcium binding protein A6	protein S100-A6|MLN 4|calcyclin|growth factor-inducible protein 2A9|prolactin receptor-associated protein	1q21.3	1	NC_000001.11	153534599	153536049	minus	3	114110	
9606	Homo sapiens	6279	0	live	S100A8	60B8AG, CAGA, CFAG, CGLA, CP-10, L1Ag, MA387, MIF, MRP8, NIF, P8	S100 calcium binding protein A8	protein S100-A8|calgranulin A|calprotectin L1L subunit|cystic fibrosis antigen|leukocyte L1 complex light chain|migration inhibitory factor-related protein 8|urinary stone protein band A	1q21.3	1	NC_000001.11	153390032	153422583	minus	5	123885	
9606	Homo sapiens	6280	0	live	S100A9	60B8AG, CAGB, CFAG, CGLB, L1AG, LIAG, MAC387, MIF, MRP14, NIF, P14	S100 calcium binding protein A9	protein S100-A9|MRP-14|calgranulin B|calprotectin L1H subunit|leukocyte L1 complex heavy chain|migration inhibitory factor-related protein 14	1q21.3	1	NC_000001.11	153357854	153361023	plus	3	123886	
9606	Homo sapiens	6283	0	live	S100A12	CAAF1, CAGC, CGRP, ENRAGE, MRP-6, MRP6, p6	S100 calcium binding protein A12	protein S100-A12|EN-RAGE|calcitermin|calcium-binding protein in amniotic fluid 1|calgranulin C|extracellular newly identified RAGE-binding protein|migration inhibitory factor-related protein 6|neutrophil S100 protein	1q21.3	1	NC_000001.11	153373711	153375621	minus	3	603112	
9606	Homo sapiens	6285	0	live	S100B	NEF, S100, S100-B, S100beta	S100 calcium binding protein B	protein S100-B|S-100 calcium-binding protein, beta chain|S-100 protein subunit beta|S100 calcium-binding protein, beta (neural)	21q22.3	21	NC_000021.9	46598604	46605243	minus	3	176990	
9606	Homo sapiens	6287	0	discontinued	SAA@	SAA, SAA4	serum amyloid A1 cluster	serum amyloid A cluster	11p	11							
9606	Homo sapiens	6288	0	live	SAA1	PIG4, SAA, SAA2, TP53I4	serum amyloid A1	serum amyloid A-1 protein|serum amyloid A protein|tumor protein p53 inducible protein 4	11p15.1	11	NC_000011.10	18266264	18269967	plus	4	104750	
9606	Homo sapiens	6289	0	live	SAA2	SAA, SAA1	serum amyloid A2	serum amyloid A-2 protein|Serum amyloid A-1 protein	11p15.1	11	NC_000011.10	18238236	18248668	minus	7	104751	
9606	Homo sapiens	6293	0	live	VPS52	ARE1, SAC2, SACM2L, dJ1033B10.5	VPS52 subunit of GARP complex	vacuolar protein sorting-associated protein 52 homolog|SAC2 suppressor of actin mutations 2-like protein|VPS52, GARP complex subunit|vacuolar protein sorting 52 homolog	6p21.32	6	NC_000006.12	33250272	33271965	minus	23	603443	
9606	Homo sapiens	6295	0	live	SAG	RP47, S-AG	S-antigen visual arrestin	S-arrestin|48 kDa protein|S-antigen; retina and pineal gland (arrestin)|arrestin 1|retinal S-antigen (48 KDa protein)|rod arrestin|rod photoreceptor arrestin	2q37.1	2	NC_000002.12	233307816	233347066	plus	21	181031	
